id,menu_id,name,description,price,image_url,category,available,popular,prep_time,created_at,updated_at,source_url,bar_id,subcategory,is_vegetarian,allergens,dietary_tags,category_id
9fcc090b-89bb-4674-bc3d-89bd16236ec9,,El Diablo Pizza,"Tomato sauce, mozzarella, spianata Calabra, chili oil",14.95,,Pizza,,,,,,,,,,,,
9fcc090b-89bb-4674-bc3d-89bd16236ec9,,La Rustica Pizza,"Maltese sausage, baked potatoes, red onions, rosemary, mozzarella fior di latte",14.85,,Pizza,,,,,,,,,,,,
9fcc090b-89bb-4674-bc3d-89bd16236ec9,,Capricciosa Pizza,"Tomato sauce, mozzarella, mushrooms, artichokes, egg, olives, smoked ham",14.75,,Pizza,,,,,,,,,,,,
9fcc090b-89bb-4674-bc3d-89bd16236ec9,,Annati Pizza,"Mozzarella, chicken strips, BBQ sauce, peppers, sweetcorn, onions, smoked ham",15.5,,Pizza,,,,,,,,,,,,
9fcc090b-89bb-4674-bc3d-89bd16236ec9,,La Cubana – Star Shaped Pizza,"Chilli con carne, Mexican cheese, mozzarella, onions, jalapenos, chili flakes",15.5,,Pizza,,,,,,,,,,,,
9fcc090b-89bb-4674-bc3d-89bd16236ec9,,Pizza Pollo e Nachos,"Pulled chicken, crumbled nachos, chopped tomatoes, jalapeno sour cream, Mexican cheese",14.4,,Pizza,,,,,,,,,,,,
9fcc090b-89bb-4674-bc3d-89bd16236ec9,,Pizza Bianca Ai Funghi,"Mozzarella, cream, mushrooms, pecorino cheese, rucola, porcini salt, garlic oil",14.95,,Pizza,,,,,,,,,,,,
9fcc090b-89bb-4674-bc3d-89bd16236ec9,,Calzone Classico,"Closed pizza with tomato sauce, mozzarella, salami, ricotta",14.95,,Pizza,,,,,,,,,,,,
9fcc090b-89bb-4674-bc3d-89bd16236ec9,,La Nduja Pizza,"Cherry tomatoes, spicy nduja sausage, mozzarella, grilled peppers",14.95,,Pizza,,,,,,,,,,,,
9fcc090b-89bb-4674-bc3d-89bd16236ec9,,Pizza Speck e Patata,"Mozzarella, cured ham, potato cream, rucola",13.95,,Pizza,,,,,,,,,,,,
9fcc090b-89bb-4674-bc3d-89bd16236ec9,,French Fries,,3.85,,Side Dishes,,,,,,,,,,,,
9fcc090b-89bb-4674-bc3d-89bd16236ec9,,Sweet Potato Fries,,5.95,,Side Dishes,,,,,,,,,,,,
9fcc090b-89bb-4674-bc3d-89bd16236ec9,,Cuban Rice,,3.85,,Side Dishes,,,,,,,,,,,,
9fcc090b-89bb-4674-bc3d-89bd16236ec9,,Mixed Salad,,3.85,,Side Dishes,,,,,,,,,,,,
9fcc090b-89bb-4674-bc3d-89bd16236ec9,,Pico De Gallo,,2.5,,Sauces,,,,,,,,,,,,
9fcc090b-89bb-4674-bc3d-89bd16236ec9,,Chipotle Mayo,,2.5,,Sauces,,,,,,,,,,,,
9fcc090b-89bb-4674-bc3d-89bd16236ec9,,Mexican Cheese Sauce,,2.5,,Sauces,,,,,,,,,,,,
9fcc090b-89bb-4674-bc3d-89bd16236ec9,,Guacamole,,3.8,,Sauces,,,,,,,,,,,,
9fcc090b-89bb-4674-bc3d-89bd16236ec9,,Latino Mushroom Sauce,,3.2,,Sauces,,,,,,,,,,,,
9fcc090b-89bb-4674-bc3d-89bd16236ec9,,Latino Pepper Sauce,,3.2,,Sauces,,,,,,,,,,,,
9fcc090b-89bb-4674-bc3d-89bd16236ec9,,Still Water (500ml),,2.55,,Beverages,,,,,,,,,,,,
9fcc090b-89bb-4674-bc3d-89bd16236ec9,,Sparkling Water (500ml),,2.55,,Beverages,,,,,,,,,,,,
9fcc090b-89bb-4674-bc3d-89bd16236ec9,,Coca Cola Zero (500ml),,2.95,,Beverages,,,,,,,,,,,,
9fcc090b-89bb-4674-bc3d-89bd16236ec9,,Sprite (500ml),,2.95,,Beverages,,,,,,,,,,,,
9fcc090b-89bb-4674-bc3d-89bd16236ec9,,Fanta (500ml),,2.95,,Beverages,,,,,,,,,,,,
9fcc090b-89bb-4674-bc3d-89bd16236ec9,,Kinnie (500ml),,2.95,,Beverages,,,,,,,,,,,,
9fcc090b-89bb-4674-bc3d-89bd16236ec9,,Diet Kinnie (500ml),,2.95,,Beverages,,,,,,,,,,,,
9fcc090b-89bb-4674-bc3d-89bd16236ec9,,Bitter Lemon,,2.45,,Beverages,,,,,,,,,,,,
9fcc090b-89bb-4674-bc3d-89bd16236ec9,,Tonic Water,,2.45,,Beverages,,,,,,,,,,,,
9fcc090b-89bb-4674-bc3d-89bd16236ec9,,Cisk '0',330ml,3.5,,Beer,,,,,,,,,,,,
9fcc090b-89bb-4674-bc3d-89bd16236ec9,,Hopleaf,330ml,3.05,,Beer,,,,,,,,,,,,
9fcc090b-89bb-4674-bc3d-89bd16236ec9,,Strongbow Dark Fruits,500ml,5.6,,Cider,,,,,,,,,,,,
9fcc090b-89bb-4674-bc3d-89bd16236ec9,,Strongbow Classic Dry,500ml,5.6,,Cider,,,,,,,,,,,,
9fcc090b-89bb-4674-bc3d-89bd16236ec9,,Achiote Spice Grilled Chicken Breast,"Moderately spicy, marinated, and grilled chicken breast with mixed sliced bell peppers and onion, dressed with salsa verde, three chili sauce, and sour cream. Served with Cuban rice.",21,,Vida Mains,,,,,,,,,,,,
9fcc090b-89bb-4674-bc3d-89bd16236ec9,,Orange Juice, ,2.95,,Bottled Juices,,,,,,,,,,,,
9fcc090b-89bb-4674-bc3d-89bd16236ec9,,Peach Juice, ,2.95,,Bottled Juices,,,,,,,,,,,,
9fcc090b-89bb-4674-bc3d-89bd16236ec9,,Red Apple Juice, ,2.95,,Bottled Juices,,,,,,,,,,,,
2636a9dc-6158-4140-8768-916b2f9f1af8,,Veggie Omelette,"3 egg omelette with cheddar cheese, tomatoes, onions and toasted bread",7.9,,Victoria Gastro Pub,,,,,,,,,,,,
2636a9dc-6158-4140-8768-916b2f9f1af8,,Brisket Ciabatta,"Slow cooked brisket, melted cheese, rocket leaves, fresh chillies",11.5,,Light Bites,,,,,,,,,,,,
2636a9dc-6158-4140-8768-916b2f9f1af8,,Chicken Ciabatta,"Grilled chicken breast, mango jam, red onions, rocket leaves",9.5,,Light Bites,,,,,,,,,,,,
2636a9dc-6158-4140-8768-916b2f9f1af8,,Bruschetta Feta,"Tomatoes, garlic, onions, basil, olive oil, topped with crumbled feta cheese",5.5,,Starters,,,,,,,,,,,,
2636a9dc-6158-4140-8768-916b2f9f1af8,,Garlic Bread,Garlic butter and herbs,5.5,,Starters,,,,,,,,,,,,
2636a9dc-6158-4140-8768-916b2f9f1af8,,Deep Fried Burrata,"Breaded burrata, crispy Parma ham, dehydrated cherry tomatoes, aged balsamic vinegar, basil vinaigrette",13.5,,Starters,,,,,,,,,,,,
2636a9dc-6158-4140-8768-916b2f9f1af8,,Calamari Fritti,Served with house made garlic mayonnaise,14.5,,Starters,,,,,,,,,,,,
2636a9dc-6158-4140-8768-916b2f9f1af8,,Black Mussels,"500g of black mussels in shell, extra virgin olive oil, garlic, white wine, cherry tomatoes, basil leaves",14.5,,Starters,,,,,,,,,,,,
2636a9dc-6158-4140-8768-916b2f9f1af8,,Baked Feta,"Oven baked Greek feta cheese, semi dehydrated cherry tomatoes, red onions, honey syrup",10.5,,Starters,,,,,,,,,,,,
2636a9dc-6158-4140-8768-916b2f9f1af8,,Chicken Lollipops,"Deep fried boneless chicken drumstick, rocket leaves, grated grana, bacon jam mayo",14.5,,Starters,,,,,,,,,,,,
2636a9dc-6158-4140-8768-916b2f9f1af8,,Sweet Pea & Chorizo Croquettes,"Green peas and chorizo crumbs, panko breadcrumbs, sour cream, katsu mayo",9.5,,Starters,,,,,,,,,,,,
2636a9dc-6158-4140-8768-916b2f9f1af8,,Maltese Bruschetta, ,6.5,,Starters,,,,,,,,,,,,
2636a9dc-6158-4140-8768-916b2f9f1af8,,Shrimp Bruschetta, ,8.5,,Starters,,,,,,,,,,,,
2636a9dc-6158-4140-8768-916b2f9f1af8,,Aljotta,"Traditional Maltese fish broth with fresh white fish, tomatoes, mint, spring onions, rice, served with garlic bread",8.5,,Soup,,,,,,,,,,,,
2636a9dc-6158-4140-8768-916b2f9f1af8,,Chicken Caesar Salad,"Iceberg lettuce, crispy bacon, cherry tomatoes, croutons, Caesar dressing, parmesan shavings",13.5,,Salads,,,,,,,,,,,,
2636a9dc-6158-4140-8768-916b2f9f1af8,,Greek Salad,"Tomatoes, cucumber, onions, bell peppers, black olives, feta cheese, mixed leaves",15.5,,Salads,,,,,,,,,,,,
2636a9dc-6158-4140-8768-916b2f9f1af8,,Vegan Cobb Salad,"Iceberg lettuce, mixed leaves, artichoke hearts, kalamata olives, chickpeas, avocado, sweetcorn, capers, pico de gallo, pumpkin seeds, balsamic glaze",16.5,,Salads,,,,,,,,,,,,
2636a9dc-6158-4140-8768-916b2f9f1af8,,Kale & Halloumi Salad,"Grilled halloumi cheese, crispy kale, chickpeas, dried cranberries, cherry tomato, cucumber, cashew nuts, cilantro dressing",15.5,,Salads,,,,,,,,,,,,
2636a9dc-6158-4140-8768-916b2f9f1af8,,Beef Brisket Salad,"Slow cooked beef brisket, blue cheese, gherkins, sweetcorn, cucumber, red onions, cherry tomato, iceberg lettuce, coriander dressing",16.5,,Salads,,,,,,,,,,,,
2636a9dc-6158-4140-8768-916b2f9f1af8,,Honest Burger,"Beef patty, mature cheddar cheese, sliced tomato, gherkins, red onions, lettuce, in house tomato sauce, served with fries",13.5,,Burgers,,,,,,,,,,,,
2636a9dc-6158-4140-8768-916b2f9f1af8,,Bacon Jam Burger,"Beef patty, crispy bacon, fried egg, crispy onions, lettuce, bacon jam mayo, served with fries",14.5,,Burgers,,,,,,,,,,,,
2636a9dc-6158-4140-8768-916b2f9f1af8,,Habanero Burger,"Beef patty, spicy cheddar cheese, bacon, crispy onions, fried jalapeno, chili mango jam, served with fries",14.5,,Burgers,,,,,,,,,,,,
2636a9dc-6158-4140-8768-916b2f9f1af8,,Chicken Sandwich,"Breaded chicken leg meat, red onions, gherkins, lettuce, honey mustard mayo",13.5,,Burgers,,,,,,,,,,,,
2636a9dc-6158-4140-8768-916b2f9f1af8,,Victoria Truffle Burger,"Beef patty, crispy bacon, crispy onions, fried egg, truffle cream cheese, iceberg lettuce, served with fries",15.5,,Burgers,,,,,,,,,,,,
2636a9dc-6158-4140-8768-916b2f9f1af8,,Pulled Pork Ciabatta,"Barbecue smoked pulled pork, cheddar cheese, raw onions, served in a ciabatta with fries",14.5,,Burgers,,,,,,,,,,,,
2636a9dc-6158-4140-8768-916b2f9f1af8,,Lasagna,"Slow cooked beef, pork, and tomato ragù layered with egg pasta, cheese, and béchamel sauce",14.5,,Pasta & Rice,,,,,,,,,,,,
2636a9dc-6158-4140-8768-916b2f9f1af8,,Spaghetti Bolognese,"Rich pork, beef, and red wine tomato ragù finished with parmesan shavings",12.9,,Pasta & Rice,,,,,,,,,,,,
2636a9dc-6158-4140-8768-916b2f9f1af8,,Linguini Burrata,"Fiore di latte burrata, semi dehydrated cherry tomatoes, grana shavings, crushed pistachio",12.9,,Pasta & Rice,,,,,,,,,,,,
2636a9dc-6158-4140-8768-916b2f9f1af8,,Garganelli Bosco,"Slow cooked beef strips with porcini mushrooms, truffle sauce, parmesan, and a touch of fresh cream",16.9,,Pasta & Rice,,,,,,,,,,,,
2636a9dc-6158-4140-8768-916b2f9f1af8,,Garganelli Maltese,"Maltese sausage, sun dried tomatoes, sage, tomato sauce, and peppered goat cheese",15.5,,Pasta & Rice,,,,,,,,,,,,
2636a9dc-6158-4140-8768-916b2f9f1af8,,Linguini Marisco,"Mixed shellfish, king prawns, basil, and extra virgin olive oil",16.5,,Pasta & Rice,,,,,,,,,,,,
2636a9dc-6158-4140-8768-916b2f9f1af8,,Spaghetti Rabbit,Slow cooked rabbit with a traditional sauce,15.5,,Pasta & Rice,,,,,,,,,,,,
2636a9dc-6158-4140-8768-916b2f9f1af8,,Spaghetti Carbonara,"Eggs, pancetta, grana padano, black pepper, and a touch of cream",14.5,,Pasta & Rice,,,,,,,,,,,,
2636a9dc-6158-4140-8768-916b2f9f1af8,,Risotto Gamberi & Chorizo,"Arborio rice, prawns, chorizo, green peas, fresh cream",16,,Pasta & Rice,,,,,,,,,,,,
2636a9dc-6158-4140-8768-916b2f9f1af8,,Gnocchi Zucchini & Pancetta,"Potato gnocchi, zucchini, crispy pancetta, fresh cream, basil pesto, parmesan shavings",14.5,,Pasta & Rice,,,,,,,,,,,,
2636a9dc-6158-4140-8768-916b2f9f1af8,,Linguini Vongole,"Brown vongole shells, fresh chili, garlic, white wine, cherry tomatoes, basil, olive oil",15.5,,Pasta & Rice,,,,,,,,,,,,
2636a9dc-6158-4140-8768-916b2f9f1af8,,Country Risotto,"Arborio rice, chicken strips, mixed root vegetables, parmesan, tomato sauce, fresh cream",14.5,,Pasta & Rice,,,,,,,,,,,,
2636a9dc-6158-4140-8768-916b2f9f1af8,,Orecchiette Ricotta,"Spicy tomato sauce, ricotta cheese, basil, sundried tomato pesto, crispy pancetta",12.5,,Pasta & Rice,,,,,,,,,,,,
2636a9dc-6158-4140-8768-916b2f9f1af8,,Risotto Funghi Secchi & Salsiccia,"Arborio rice, herbed pork sausage, porcini mushrooms, spring onions, vegetable stock, crumbled feta cheese",14.5,,Pasta & Rice,,,,,,,,,,,,
2636a9dc-6158-4140-8768-916b2f9f1af8,,Linguini de La Casa,"Chicken thighs, sundried tomato, tomato sauce, a hint of fresh cream, parmesan, crumble Greek feta",14.5,,Pasta & Rice,,,,,,,,,,,,
2636a9dc-6158-4140-8768-916b2f9f1af8,,Margherita,"Tomato sauce, mozzarella fior di latte, and oregano",8.95,,Pizza,,,,,,,,,,,,
2636a9dc-6158-4140-8768-916b2f9f1af8,,Pepperoni,"Tomato sauce, mozzarella fior di latte, pepperoni salami, and oregano",10.5,,Pizza,,,,,,,,,,,,
2636a9dc-6158-4140-8768-916b2f9f1af8,,Parma e Rucola,"Tomato sauce, mozzarella fior di latte, Parma ham, rocket leaves, cherry tomatoes, parmesan shavings, and extra virgin olive oil",15.5,,Pizza,,,,,,,,,,,,
2636a9dc-6158-4140-8768-916b2f9f1af8,,Vegetariana,"Tomato sauce, mozzarella fior di latte, mushrooms, bell peppers, peas, onions, sweetcorn, artichokes, and oregano",11.5,,Pizza,,,,,,,,,,,,
2636a9dc-6158-4140-8768-916b2f9f1af8,,Maltese,"Tomato sauce, mozzarella fior di latte, caponata, Maltese sausage, onions, goat's cheese, olives, and oregano",12.5,,Pizza,,,,,,,,,,,,
2636a9dc-6158-4140-8768-916b2f9f1af8,,Capricciosa,"Tomato sauce, mozzarella fior di latte, black olives, artichokes, ham, mushrooms, and eggs",12.5,,Pizza,,,,,,,,,,,,
2636a9dc-6158-4140-8768-916b2f9f1af8,,Calzone Victoria,"Closed pizza with tomato sauce, mozzarella, Gorgonzola cheese, baby spinach, serrano ham, grana shavings, extra virgin olive oil",15.5,,Pizza,,,,,,,,,,,,
2636a9dc-6158-4140-8768-916b2f9f1af8,,Piccante,"Tomato sauce, mozzarella, salami picante, chorizo, caramelized onions, feta cheese, black olives",12.5,,Pizza,,,,,,,,,,,,
2636a9dc-6158-4140-8768-916b2f9f1af8,,Carne,"Spicy tomato sauce, mozzarella, chili con carne, Maltese sausage, pepperoni, bell peppers, barbecue sauce",15.5,,Pizza,,,,,,,,,,,,
2636a9dc-6158-4140-8768-916b2f9f1af8,,Napolitana,"Tomato sauce, mozzarella, anchovies, capers, and basil",10.5,,Pizza,,,,,,,,,,,,
2636a9dc-6158-4140-8768-916b2f9f1af8,,Quattro Formaggi,"White cream, mozzarella, Gorgonzola, Brie cheese, Parmesan cheese",14.5,,Pizza,,,,,,,,,,,,
2636a9dc-6158-4140-8768-916b2f9f1af8,,Prosciutto e Funghi,"Tomato sauce, mozzarella, ham, mushrooms",12.5,,Pizza,,,,,,,,,,,,
2636a9dc-6158-4140-8768-916b2f9f1af8,,Frutti Di Mare,"Tomato sauce, mozzarella, shellfish, shrimps, fish chunks, cherry tomatoes, basil, extra virgin olive oil",16.5,,Pizza,,,,,,,,,,,,
2636a9dc-6158-4140-8768-916b2f9f1af8,,French Fries,,3,,Sides,,,,,,,,,,,,
2636a9dc-6158-4140-8768-916b2f9f1af8,,Coca Cola,,4,,Beverages,,,,,,,,,,,,
2636a9dc-6158-4140-8768-916b2f9f1af8,,Coca Cola Zero,,4,,Beverages,,,,,,,,,,,,
2636a9dc-6158-4140-8768-916b2f9f1af8,,Sprite,,4,,Beverages,,,,,,,,,,,,
2636a9dc-6158-4140-8768-916b2f9f1af8,,Fanta,,4,,Beverages,,,,,,,,,,,,
2636a9dc-6158-4140-8768-916b2f9f1af8,,Still Water,,2.7,,Beverages,,,,,,,,,,,,
2636a9dc-6158-4140-8768-916b2f9f1af8,,Sparkling Water,,2.7,,Beverages,,,,,,,,,,,,
2636a9dc-6158-4140-8768-916b2f9f1af8,,Large Still Water,,4.7,,Beverages,,,,,,,,,,,,
2636a9dc-6158-4140-8768-916b2f9f1af8,,Large Sparkling Water,,4.7,,Beverages,,,,,,,,,,,,
2636a9dc-6158-4140-8768-916b2f9f1af8,,Blue Label Smooth & Creamy (5% vol),,6.2,,Beers,,,,,,,,,,,,
2636a9dc-6158-4140-8768-916b2f9f1af8,,Cisk Excel (5% vol),,3.2,,Beers,,,,,,,,,,,,
2636a9dc-6158-4140-8768-916b2f9f1af8,,Cisk Chill Lemon (5% vol),,3.2,,Beers,,,,,,,,,,,,
2636a9dc-6158-4140-8768-916b2f9f1af8,,Hopleaf Pale Ale (5% vol),,3.2,,Beers,,,,,,,,,,,,
2636a9dc-6158-4140-8768-916b2f9f1af8,,Rosé D’Anjou (5% vol),,19.1,,Wine,,,,,,,,,,,,
2636a9dc-6158-4140-8768-916b2f9f1af8,,Rib Eye Steak (300g),"Prime char grilled grain fed beef, homemade herb & garlic butter, served with fries",28.5,,Mains,,,,,,,,,,,,
2636a9dc-6158-4140-8768-916b2f9f1af8,,Beef Tagliata (300g),"Chargrilled flap meat, rucola leaves, parmesan shavings, choice of house sauces",26.5,,Mains,,,,,,,,,,,,
2636a9dc-6158-4140-8768-916b2f9f1af8,,Bragioli,"Slices of rolled tender prime beef filled with minced beef & pork, garlic, parsley, onions, coriander seeds, bacon, and egg in a tomato stew",21.5,,Mains,,,,,,,,,,,,
2636a9dc-6158-4140-8768-916b2f9f1af8,,BBQ Ribs,Pork ribs smothered in smoked hickory barbecue sauce,24.5,,Mains,,,,,,,,,,,,
2636a9dc-6158-4140-8768-916b2f9f1af8,,Chicken Roulade,"Boneless chicken breast stuffed with cream cheese, ham, mature cheddar, and serrano, coated with breadcrumbs",24.5,,Mains,,,,,,,,,,,,
2636a9dc-6158-4140-8768-916b2f9f1af8,,Maltese Style Rabbit,"Rabbit cooked in red wine, carrots, onions, peas, garlic stew",22.5,,Mains,,,,,,,,,,,,
2636a9dc-6158-4140-8768-916b2f9f1af8,,Salmon Steak,"Fresh baked herb crusted salmon fillet, drizzled with lemon infused oil",21.5,,Mains,,,,,,,,,,,,
2636a9dc-6158-4140-8768-916b2f9f1af8,,Seabass Involtini,"Grilled local fish fillet, white wine, garlic, cherry tomatoes, capers, lemon sauce, mussels",21.5,,Mains,,,,,,,,,,,,
2636a9dc-6158-4140-8768-916b2f9f1af8,,Fish & Chips,"Traditional fish & chips, served with tartar sauce",19.5,,Mains,,,,,,,,,,,,
2636a9dc-6158-4140-8768-916b2f9f1af8,,Char Sui Chicken,"Herbed chicken fillet, char siu sauce, sweet potato puree, crispy onions, pancetta",21.5,,Mains,,,,,,,,,,,,
2636a9dc-6158-4140-8768-916b2f9f1af8,,Crispy Pork Belly,"Roast pork belly, pear chutney, crisp kale, pork jus",22.5,,Mains,,,,,,,,,,,,
2636a9dc-6158-4140-8768-916b2f9f1af8,,Louisiana Platter,"Barbecue & voodoo chicken wings, smoked pork ribs, onion rings, mozzarella sticks, blue cheese & barbecue sauce, crunchy fries",28.5,,Mini Bites & Platters,,,,,,,,,,,,
2636a9dc-6158-4140-8768-916b2f9f1af8,,Hot & Spicy Wings,"Spring onions, sesame seeds, spicy sauce, sour cream",14.5,,Mini Bites & Platters,,,,,,,,,,,,
2636a9dc-6158-4140-8768-916b2f9f1af8,,Trio of Dips,"Three house made dips, served with freshly baked focaccia",13.5,,Mini Bites & Platters,,,,,,,,,,,,
2636a9dc-6158-4140-8768-916b2f9f1af8,,Focaccia,"Pico de gallo, sardine fillet, Kalamata olives, rocket leaves, olive oil",13.5,,Mini Bites & Platters,,,,,,,,,,,,
2636a9dc-6158-4140-8768-916b2f9f1af8,,Maltese Bruschetta,"Crumbled Maltese sausage, sundried tomato, olives, garlic, peppered goat cheese",6.5,,Mini Bites & Platters,,,,,,,,,,,,
2636a9dc-6158-4140-8768-916b2f9f1af8,,Chicken Nuggets & Chips, ,6.5,,Kids Menu,,,,,,,,,,,,
2636a9dc-6158-4140-8768-916b2f9f1af8,,Kids Pizza,"Cheese, tomato, ham",6.5,,Kids Menu,,,,,,,,,,,,
2636a9dc-6158-4140-8768-916b2f9f1af8,,Mini Cheeseburger,Served with fries,6.5,,Kids Menu,,,,,,,,,,,,
2636a9dc-6158-4140-8768-916b2f9f1af8,,Kids Penne Pasta, ,6.5,,Kids Menu,,,,,,,,,,,,
304f4328-fa81-4dd6-a262-1341dc014068,,"Doma Mixed Roll Set B, 14 pieces","Includes today's specialty roll (8 pcs), chef's choice hoso maki (6 pcs)",11,,Platters,,,,,,,,,,,,
304f4328-fa81-4dd6-a262-1341dc014068,,"Just Salmon Set, 12 pieces","Salmon maki (6 pcs), salmon uramaki (4 pcs), salmon nigiri (2 pcs)",11,,Platters,,,,,,,,,,,,
304f4328-fa81-4dd6-a262-1341dc014068,,"Doma Mixed Hoso Maki Set, 18 pieces","Salmon (3 pcs), tuna (3 pcs), cucumber (3 pcs), avocado (3 pcs), yellow radish (3 pcs), spicy salmon (3 pcs)",10.5,,Platters,,,,,,,,,,,,
304f4328-fa81-4dd6-a262-1341dc014068,,Doma Mixed Roll Set A,"California (4 pcs), dragon (4 pcs), teriyaki chicken (4 pcs)",12,,Platters,,,,,,,,,,,,
304f4328-fa81-4dd6-a262-1341dc014068,,Doma Grilled Sushi Set,"Salmon nigiri (2 pcs), grilled salmon hoso maki (6 pcs), aburi salmon tataki roll",13.5,,Platters,,,,,,,,,,,,
304f4328-fa81-4dd6-a262-1341dc014068,,"Doma Yasai Set, 13 pieces","Vegetarian roll (4 pcs), avocado hosomaki (3 pcs), avocado nigiri (1 pc), cucumber hosomaki (3 pcs), shiitake nigiri (1 pc), tofu nigiri (1 pc), wakame salad, edamame",12,,Platters,,,,,,,,,,,,
304f4328-fa81-4dd6-a262-1341dc014068,,Doma Bocho Platter, ,13,,Platters,,,,,,,,,,,,
304f4328-fa81-4dd6-a262-1341dc014068,,Doma Maniatta Platter, ,28.5,,Platters,,,,,,,,,,,,
304f4328-fa81-4dd6-a262-1341dc014068,,Doma Big Tasty Platter,"4 big rolls (32 40 pcs), 4 hoso maki (24 pcs), 6 nigiri",56,,Platters,,,,,,,,,,,,
304f4328-fa81-4dd6-a262-1341dc014068,,Doma Sashimi Platter,"Salmon (3 pcs), tuna (3 pcs), chef's choice (8 pcs), nigiri (2 pcs)",18.5,,Platters,,,,,,,,,,,,
304f4328-fa81-4dd6-a262-1341dc014068,,Salmon Nigiri,Price per piece,1.9,,Nigiri,,,,,,,,,,,,
304f4328-fa81-4dd6-a262-1341dc014068,,Tuna Nigiri,Price per piece,1.9,,Nigiri,,,,,,,,,,,,
304f4328-fa81-4dd6-a262-1341dc014068,,Aburi Salmon Nigiri,Price per piece,2.1,,Nigiri,,,,,,,,,,,,
304f4328-fa81-4dd6-a262-1341dc014068,,Prawn Nigiri,Price per piece,1.9,,Nigiri,,,,,,,,,,,,
304f4328-fa81-4dd6-a262-1341dc014068,,Inari Nigiri,Price per piece,1.8,,Nigiri,,,,,,,,,,,,
304f4328-fa81-4dd6-a262-1341dc014068,,Avocado Nigiri,Price per piece,1.5,,Nigiri,,,,,,,,,,,,
304f4328-fa81-4dd6-a262-1341dc014068,,Salmon Hoso Maki (6 pcs), ,4.4,,Hoso Maki,,,,,,,,,,,,
304f4328-fa81-4dd6-a262-1341dc014068,,Tuna Hoso Maki (6 pcs), ,5.1,,Hoso Maki,,,,,,,,,,,,
304f4328-fa81-4dd6-a262-1341dc014068,,Cucumber Hoso Maki (6 pcs), ,4.1,,Hoso Maki,,,,,,,,,,,,
304f4328-fa81-4dd6-a262-1341dc014068,,Avocado Hoso Maki (6 pcs), ,4.1,,Hoso Maki,,,,,,,,,,,,
304f4328-fa81-4dd6-a262-1341dc014068,,Yellow Radish Hoso Maki (6 pcs), ,4.1,,Hoso Maki,,,,,,,,,,,,
304f4328-fa81-4dd6-a262-1341dc014068,,Philadelphia Roll (6 pcs),"Philadelphia cream cheese, fresh salmon, avocado",7,,Sushi Rolls,,,,,,,,,,,,
304f4328-fa81-4dd6-a262-1341dc014068,,Calamari Tempura Roll (8 pcs),"Tempura squid, onion, avocado, mayonnaise, squid cracker topping",8.5,,Sushi Rolls,,,,,,,,,,,,
304f4328-fa81-4dd6-a262-1341dc014068,,Chicken Roll (8 pcs),"Sweet chili crispy chicken, mixed salad, cucumber, avocado, crushed peanuts",8.5,,Sushi Rolls,,,,,,,,,,,,
304f4328-fa81-4dd6-a262-1341dc014068,,Teriyaki Chicken Roll (8 pcs),"Deep fried teriyaki chicken cutlets, avocado, mixed salad, teriyaki sauce",8.5,,Sushi Rolls,,,,,,,,,,,,
304f4328-fa81-4dd6-a262-1341dc014068,,Aburi Salmon Roll (8 pcs),"Avocado, cucumber, cream cheese, grilled fresh salmon, spicy mayonnaise, teriyaki, tobikko",10,,Sushi Rolls,,,,,,,,,,,,
304f4328-fa81-4dd6-a262-1341dc014068,,Tempura Roll (6 pcs),"Two cheeses, salmon tempura, prawn tempura, avocado",7,,Sushi Rolls,,,,,,,,,,,,
304f4328-fa81-4dd6-a262-1341dc014068,,Spicy Salmon Roll (8 pcs),"Spicy salmon, cucumber, onion, salmon topping, homemade sweet & sour spicy sauce",10,,Sushi Rolls,,,,,,,,,,,,
304f4328-fa81-4dd6-a262-1341dc014068,,Rainbow Roll (8 pcs),"Crab meat, onion, cucumber, avocado, seven color fresh fish and vegetables",10,,Sushi Rolls,,,,,,,,,,,,
304f4328-fa81-4dd6-a262-1341dc014068,,Vegetarian Roll (8 pcs),"Carrot, spinach, avocado, cucumber, yellow radish, eggs",8.5,,Sushi Rolls,,,,,,,,,,,,
304f4328-fa81-4dd6-a262-1341dc014068,,Gimbap (10 pcs),"Ham, egg, crab stick, yellow radish, cucumber, carrot, spinach",8.5,,Sushi Rolls,,,,,,,,,,,,
304f4328-fa81-4dd6-a262-1341dc014068,,Bulgogi Gimbap (10 pcs),"Marinated beef, egg, crab stick, yellow radish, cucumber, carrot, spinach",9.5,,Sushi Rolls,,,,,,,,,,,,
304f4328-fa81-4dd6-a262-1341dc014068,,Volcano Roll (8 pcs),"Spicy crab meat, cucumber, grilled garlic sprout, salmon, avocado, volcano sauce, tobiko",10.5,,Sushi Rolls,,,,,,,,,,,,
304f4328-fa81-4dd6-a262-1341dc014068,,California Roll (8 pcs),"Crab stick, avocado, cucumber, mango, tobiko topping",8,,Sushi Rolls,,,,,,,,,,,,
304f4328-fa81-4dd6-a262-1341dc014068,,Chipbap Garlic Soy,"Homemade recipe fried chicken leg meat, mixed salad, cucumber kimchi, steamed rice",13.5,,Hot Dishes,,,,,,,,,,,,
304f4328-fa81-4dd6-a262-1341dc014068,,Chipbap Sweet & Spicy Flavour,"Homemade recipe fried chicken leg meat, mixed salad, cucumber kimchi, steamed rice",13.5,,Hot Dishes,,,,,,,,,,,,
