Bar name,Category,Item name,Description,Price
Victoria Gastro Pub,Pasta & Rice,Garganelli Maltese,"Maltese sausage, sun dried tomatoes, sage, tomato sauce, and peppered goat cheese",15.5
Victoria Gastro Pub,Pasta & Rice,Linguini Marisco,"Mixed shellfish, king prawns, basil, and extra virgin olive oil",16.5
Victoria Gastro Pub,Pasta & Rice,Spaghetti Rabbit,Slow cooked rabbit with a traditional sauce,15.5
Victoria Gastro Pub,Pasta & Rice,Spaghetti Carbonara,"Eggs, pancetta, grana padano, black pepper, and a touch of cream",14.5
Victoria Gastro Pub,Pasta & Rice,Risotto Gamberi & Chorizo,"Arborio rice, prawns, chorizo, green peas, fresh cream",16
Victoria Gastro Pub,Pasta & Rice,Gnocchi Zucchini & Pancetta,"Potato gnocchi, zucchini, crispy pancetta, fresh cream, basil pesto, parmesan shavings",14.5
Victoria Gastro Pub,Pasta & Rice,Linguini Vongole,"Brown vongole shells, fresh chili, garlic, white wine, cherry tomatoes, basil, olive oil",15.5
Victoria Gastro Pub,Pasta & Rice,Country Risotto,"Arborio rice, chicken strips, mixed root vegetables, parmesan, tomato sauce, fresh cream",14.5
Victoria Gastro Pub,Pasta & Rice,Orecchiette Ricotta,"Spicy tomato sauce, ricotta cheese, basil, sundried tomato pesto, crispy pancetta",12.5
Victoria Gastro Pub,Pasta & Rice,Risotto Funghi Secchi & Salsiccia,"Arborio rice, herbed pork sausage, porcini mushrooms, spring onions, vegetable stock, crumbled feta cheese",14.5
Victoria Gastro Pub,Pasta & Rice,Linguini de La Casa,"Chicken thighs, sundried tomato, tomato sauce, a hint of fresh cream, parmesan, crumble Greek feta",14.5
Victoria Gastro Pub,Pizza,Margherita,"Tomato sauce, mozzarella fior di latte, and oregano",8.95
Victoria Gastro Pub,Pizza,Pepperoni,"Tomato sauce, mozzarella fior di latte, pepperoni salami, and oregano",10.5
Victoria Gastro Pub,Pizza,Parma e Rucola,"Tomato sauce, mozzarella fior di latte, Parma ham, rocket leaves, cherry tomatoes, parmesan shavings, and extra virgin olive oil",15.5
Victoria Gastro Pub,Pizza,Vegetariana,"Tomato sauce, mozzarella fior di latte, mushrooms, bell peppers, peas, onions, sweetcorn, artichokes, and oregano",11.5
Victoria Gastro Pub,Pizza,Maltese,"Tomato sauce, mozzarella fior di latte, caponata, Maltese sausage, onions, goat's cheese, olives, and oregano",12.5
Victoria Gastro Pub,Pizza,Capricciosa,"Tomato sauce, mozzarella fior di latte, black olives, artichokes, ham, mushrooms, and eggs",12.5
Victoria Gastro Pub,Pizza,Calzone Victoria,"Closed pizza with tomato sauce, mozzarella, Gorgonzola cheese, baby spinach, serrano ham, grana shavings, extra virgin olive oil",15.5
Victoria Gastro Pub,Pizza,Piccante,"Tomato sauce, mozzarella, salami picante, chorizo, caramelized onions, feta cheese, black olives",12.5
Victoria Gastro Pub,Pizza,Carne,"Spicy tomato sauce, mozzarella, chili con carne, Maltese sausage, pepperoni, bell peppers, barbecue sauce",15.5
Victoria Gastro Pub,Pizza,Napolitana,"Tomato sauce, mozzarella, anchovies, capers, and basil",10.5
Victoria Gastro Pub,Pizza,Quattro Formaggi,"White cream, mozzarella, Gorgonzola, Brie cheese, Parmesan cheese",14.5
Victoria Gastro Pub,Pizza,Prosciutto e Funghi,"Tomato sauce, mozzarella, ham, mushrooms",12.5
Victoria Gastro Pub,Pizza,Frutti Di Mare,"Tomato sauce, mozzarella, shellfish, shrimps, fish chunks, cherry tomatoes, basil, extra virgin olive oil",16.5
Victoria Gastro Pub,Sides,French Fries,,3
Victoria Gastro Pub,Beverages,Coca Cola,,4
Victoria Gastro Pub,Beverages,Coca Cola Zero,,4
Victoria Gastro Pub,Beverages,Sprite,,4
Victoria Gastro Pub,Beverages,Fanta,,4
Victoria Gastro Pub,Beverages,Still Water,,2.7
Victoria Gastro Pub,Beverages,Sparkling Water,,2.7
Victoria Gastro Pub,Beverages,Large Still Water,,4.7
Victoria Gastro Pub,Beverages,Large Sparkling Water,,4.7
Victoria Gastro Pub,Beers,Blue Label Smooth & Creamy (5% vol),,6.2
Victoria Gastro Pub,Beers,Cisk Excel (5% vol),,3.2
Victoria Gastro Pub,Beers,Cisk Chill Lemon (5% vol),,3.2
Victoria Gastro Pub,Beers,Hopleaf Pale Ale (5% vol),,3.2
Victoria Gastro Pub,Wine,Rosé D’Anjou (5% vol),,19.1
Victoria Gastro Pub,Mains,Rib Eye Steak (300g),"Prime char grilled grain fed beef, homemade herb & garlic butter, served with fries",28.5
Victoria Gastro Pub,Mains,Beef Tagliata (300g),"Chargrilled flap meat, rucola leaves, parmesan shavings, choice of house sauces",26.5
Victoria Gastro Pub,Mains,Bragioli,"Slices of rolled tender prime beef filled with minced beef & pork, garlic, parsley, onions, coriander seeds, bacon, and egg in a tomato stew",21.5
Victoria Gastro Pub,Mains,BBQ Ribs,Pork ribs smothered in smoked hickory barbecue sauce,24.5
Victoria Gastro Pub,Mains,Chicken Roulade,"Boneless chicken breast stuffed with cream cheese, ham, mature cheddar, and serrano, coated with breadcrumbs",24.5
Victoria Gastro Pub,Mains,Maltese Style Rabbit,"Rabbit cooked in red wine, carrots, onions, peas, garlic stew",22.5
Victoria Gastro Pub,Mains,Salmon Steak,"Fresh baked herb crusted salmon fillet, drizzled with lemon infused oil",21.5
Victoria Gastro Pub,Mains,Seabass Involtini,"Grilled local fish fillet, white wine, garlic, cherry tomatoes, capers, lemon sauce, mussels",21.5
Victoria Gastro Pub,Mains,Fish & Chips,"Traditional fish & chips, served with tartar sauce",19.5
Victoria Gastro Pub,Mains,Char Sui Chicken,"Herbed chicken fillet, char siu sauce, sweet potato puree, crispy onions, pancetta",21.5
Victoria Gastro Pub,Mains,Crispy Pork Belly,"Roast pork belly, pear chutney, crisp kale, pork jus",22.5
Victoria Gastro Pub,Mini Bites & Platters,Louisiana Platter,"Barbecue & voodoo chicken wings, smoked pork ribs, onion rings, mozzarella sticks, blue cheese & barbecue sauce, crunchy fries",28.5
Victoria Gastro Pub,Mini Bites & Platters,Hot & Spicy Wings,"Spring onions, sesame seeds, spicy sauce, sour cream",14.5
Victoria Gastro Pub,Mini Bites & Platters,Trio of Dips,"Three house made dips, served with freshly baked focaccia",13.5
Victoria Gastro Pub,Mini Bites & Platters,Focaccia,"Pico de gallo, sardine fillet, Kalamata olives, rocket leaves, olive oil",13.5
Victoria Gastro Pub,Mini Bites & Platters,Maltese Bruschetta,"Crumbled Maltese sausage, sundried tomato, olives, garlic, peppered goat cheese",6.5
Victoria Gastro Pub,Kids Menu,Chicken Nuggets & Chips, ,6.5
Victoria Gastro Pub,Kids Menu,Kids Pizza,"Cheese, tomato, ham",6.5
Victoria Gastro Pub,Kids Menu,Mini Cheeseburger,Served with fries,6.5
Victoria Gastro Pub,Kids Menu,Kids Penne Pasta, ,6.5
Doma Marsascala,Platters,"Doma Mixed Roll Set B, 14 pieces","Includes today's specialty roll (8 pcs), chef's choice hoso maki (6 pcs)",11
Doma Marsascala,Platters,"Just Salmon Set, 12 pieces","Salmon maki (6 pcs), salmon uramaki (4 pcs), salmon nigiri (2 pcs)",11
Doma Marsascala,Platters,"Doma Mixed Hoso Maki Set, 18 pieces","Salmon (3 pcs), tuna (3 pcs), cucumber (3 pcs), avocado (3 pcs), yellow radish (3 pcs), spicy salmon (3 pcs)",10.5
Doma Marsascala,Platters,Doma Mixed Roll Set A,"California (4 pcs), dragon (4 pcs), teriyaki chicken (4 pcs)",12
Doma Marsascala,Platters,Doma Grilled Sushi Set,"Salmon nigiri (2 pcs), grilled salmon hoso maki (6 pcs), aburi salmon tataki roll",13.5
Doma Marsascala,Platters,"Doma Yasai Set, 13 pieces","Vegetarian roll (4 pcs), avocado hosomaki (3 pcs), avocado nigiri (1 pc), cucumber hosomaki (3 pcs), shiitake nigiri (1 pc), tofu nigiri (1 pc), wakame salad, edamame",12
Doma Marsascala,Platters,Doma Bocho Platter, ,13
Doma Marsascala,Platters,Doma Maniatta Platter, ,28.5
Doma Marsascala,Platters,Doma Big Tasty Platter,"4 big rolls (32 40 pcs), 4 hoso maki (24 pcs), 6 nigiri",56
Doma Marsascala,Platters,Doma Sashimi Platter,"Salmon (3 pcs), tuna (3 pcs), chef's choice (8 pcs), nigiri (2 pcs)",18.5
Doma Marsascala,Nigiri,Salmon Nigiri,Price per piece,1.9
Doma Marsascala,Nigiri,Tuna Nigiri,Price per piece,1.9
Doma Marsascala,Nigiri,Aburi Salmon Nigiri,Price per piece,2.1
Doma Marsascala,Nigiri,Prawn Nigiri,Price per piece,1.9
Doma Marsascala,Nigiri,Inari Nigiri,Price per piece,1.8
Doma Marsascala,Nigiri,Avocado Nigiri,Price per piece,1.5
Doma Marsascala,Hoso Maki,Salmon Hoso Maki (6 pcs), ,4.4
Doma Marsascala,Hoso Maki,Tuna Hoso Maki (6 pcs), ,5.1
Doma Marsascala,Hoso Maki,Cucumber Hoso Maki (6 pcs), ,4.1
Doma Marsascala,Hoso Maki,Avocado Hoso Maki (6 pcs), ,4.1
Doma Marsascala,Hoso Maki,Yellow Radish Hoso Maki (6 pcs), ,4.1
Doma Marsascala,Sushi Rolls,Philadelphia Roll (6 pcs),"Philadelphia cream cheese, fresh salmon, avocado",7
Doma Marsascala,Sushi Rolls,Calamari Tempura Roll (8 pcs),"Tempura squid, onion, avocado, mayonnaise, squid cracker topping",8.5
Doma Marsascala,Sushi Rolls,Chicken Roll (8 pcs),"Sweet chili crispy chicken, mixed salad, cucumber, avocado, crushed peanuts",8.5
Doma Marsascala,Sushi Rolls,Teriyaki Chicken Roll (8 pcs),"Deep fried teriyaki chicken cutlets, avocado, mixed salad, teriyaki sauce",8.5
Doma Marsascala,Sushi Rolls,Aburi Salmon Roll (8 pcs),"Avocado, cucumber, cream cheese, grilled fresh salmon, spicy mayonnaise, teriyaki, tobikko",10
Doma Marsascala,Sushi Rolls,Tempura Roll (6 pcs),"Two cheeses, salmon tempura, prawn tempura, avocado",7
Doma Marsascala,Sushi Rolls,Spicy Salmon Roll (8 pcs),"Spicy salmon, cucumber, onion, salmon topping, homemade sweet & sour spicy sauce",10
Doma Marsascala,Sushi Rolls,Rainbow Roll (8 pcs),"Crab meat, onion, cucumber, avocado, seven color fresh fish and vegetables",10
Doma Marsascala,Sushi Rolls,Vegetarian Roll (8 pcs),"Carrot, spinach, avocado, cucumber, yellow radish, eggs",8.5
Doma Marsascala,Sushi Rolls,Gimbap (10 pcs),"Ham, egg, crab stick, yellow radish, cucumber, carrot, spinach",8.5
Doma Marsascala,Sushi Rolls,Bulgogi Gimbap (10 pcs),"Marinated beef, egg, crab stick, yellow radish, cucumber, carrot, spinach",9.5
Doma Marsascala,Sushi Rolls,Volcano Roll (8 pcs),"Spicy crab meat, cucumber, grilled garlic sprout, salmon, avocado, volcano sauce, tobiko",10.5
Doma Marsascala,Sushi Rolls,California Roll (8 pcs),"Crab stick, avocado, cucumber, mango, tobiko topping",8
Doma Marsascala,Hot Dishes,Chipbap Garlic Soy,"Homemade recipe fried chicken leg meat, mixed salad, cucumber kimchi, steamed rice",13.5
Doma Marsascala,Hot Dishes,Chipbap Sweet & Spicy Flavour,"Homemade recipe fried chicken leg meat, mixed salad, cucumber kimchi, steamed rice",13.5
Doma Marsascala,Hot Dishes,Beef Bibimbap,"Steamed rice, assorted mixed vegetables, marinated beef, fried egg, homemade sauce",13
Doma Marsascala,Hot Dishes,Veg Bibimbap,"Steamed rice, assorted vegetables, fried egg, homemade sauce",12
Doma Marsascala,Hot Dishes,Spicy Calamari Rice,"Spicy squid with homemade spicy sauce, steamed rice, dry weed kimchi",13.5
Doma Marsascala,Hot Dishes,Spicy Pork Rice,"Spicy marinated pork neck meat, steamed rice, mixed homemade mashed potatoes, cucumber kimchi",13.5
Doma Marsascala,Hot Dishes,Dakgangjeng,Homemade fried chicken leg meat with coleslaw salad,10.5
Doma Marsascala,Hot Dishes,Kimchi Fried Rice, ,11
Doma Marsascala,Hot Dishes,Bulgogi Bap,"Traditionally marinated beef, mixed salad, homemade mashed potatoes, cucumber kimchi, steamed rice",13.5
Doma Marsascala,Hot Dishes,Tteokbokki,Spicy rice cake soup,12
Doma Marsascala,Soup Noodles,Jjamppong Ramen,Seafood spicy ramen,14
Doma Marsascala,Soup Noodles,Nagasaki Ramen,Seafood white mild ramen,14
Doma Marsascala,Soup Noodles,Yukgaejang Ramen,Spicy beef ramen,14
Doma Marsascala,Soup Noodles,Kimchi Ramen,Traditional kimchi ramen,12
Doma Marsascala,Soup Noodles,Doma Udon,"Korean street style udon noodle soup, fish cake, dry seaweed, locates, sesame seed, fried tofu, shiitake mushroom",11
Doma Marsascala,Stir Fry Noodles,Spicy Chicken Yaki Udon,,13.5
Doma Marsascala,Stir Fry Noodles,Teriyaki Chicken Yaki Udon,,13.5
Doma Marsascala,Stir Fry Noodles,Spicy Seafood Yaki Udon,,14
Doma Marsascala,Stir Fry Noodles,Teriyaki Seafood Yaki Udon,,14
Doma Marsascala,Stir Fry Noodles,Spicy Beef Yaki Udon,"Ribeye with mixed vegetables, udon noodles",0
Doma Marsascala,Stir Fry Noodles,Teriyaki Beef Yaki Udon,"Ribeye with mixed vegetables, udon noodles",0
Doma Marsascala,Sauces,Soy Sauce,,0.5
Doma Marsascala,Starters,Chicken & Vegetable Dumpling,Chicken and vegetables,6
Doma Marsascala,Starters,Doma Hot Dog,Korean style hot dog side dish,6
Doma Marsascala,Starters,Edamame,Boiled green soybeans,4
Doma Marsascala,Starters,Kimchi,Traditional Korean marinated Chinese cabbage,3.5
Doma Marsascala,Starters,Steamed Rice, ,4
Doma Marsascala,Starters,Dumpling Soup, ,10
Doma Marsascala,Soup Noodles,Miso Soup, ,4
Doma Marsascala,Starters,Vegetable Dumpling,Dumplings filled with vegetables,6
Doma Marsascala,Starters,Wakame Salad,Marinated seaweed,4
Doma Marsascala,Soup,Dumpling Soup,Korean style dumpling soup,10
Doma Marsascala,Sushi Rolls,Philadelphia Roll (6 pcs),"Philadelphia cream cheese, fresh salmon, avocado",7
Doma Marsascala,Sushi Rolls,Calamari Tempura Roll (8 pcs),"Tempura squid, onion, avocado, mayonnaise, squid cracker topping",8.5
Doma Marsascala,Sushi Rolls,Chicken Roll (8 pcs),"Sweet chili crispy chicken, mixed salad, cucumber, avocado, crushed peanuts",8.5
Doma Marsascala,Sushi Rolls,Tempura Roll (6 pcs),"Two cheeses, salmon tempura, prawn tempura, avocado",7
Doma Marsascala,Sushi Rolls,Gimbap (10 pcs),"Ham, egg, crab stick, yellow radish, cucumber, carrot, spinach",8.5
Doma Marsascala,Sushi Rolls,Bulgogi Gimbap (10 pcs),"Marinated beef, egg, crab stick, yellow radish, cucumber, carrot, spinach",9.5
Doma Marsascala,Soup Noodles,Miso Soup,Traditional miso soup,4
Bus Stop Lounge,Breakfast,Full English Breakfast,"2 eggs, 2 sausages, bacon, mushrooms, baked beans, served with toasted bread",7.9
Bus Stop Lounge,Breakfast,Club Sandwich,"Chicken, bacon, cheese, fried egg, served with side salad and crisps",8.5
Bus Stop Lounge,Breakfast,Smoked Salmon Bagel,"Smoked salmon, avocado, soft cheese, rocket leaf, bufala, served with side salad and crisps",9.95
Bus Stop Lounge,Breakfast,Parma & Caprese Bagel,"Parma ham, bufala, rocket leaf, tomatoes, served with side salad and crisps",8.5
Bus Stop Lounge,Breakfast,Mushroom & Tomato Omelette,"Mushroom, tomato, served with fries",6.9
Bus Stop Lounge,Breakfast,Eggs Benedict,"2 poached eggs, bacon, served on a toasted bun, topped with hollandaise sauce",10.9
Bus Stop Lounge,Breakfast,Ham & Cheese Toastie, ,4.5
Bus Stop Lounge,Breakfast,Ham & Cheese Omelette,"Ham, cheese, served with fries",6.5
Bus Stop Lounge,Breakfast,Veggie Omelette,"Cheese, mushrooms, tomatoes, broccoli, served with side salad and fries",7.5
Bus Stop Lounge,Breakfast,Eggs Royal,"2 poached eggs, salmon, spinach, served on a toasted bun, topped with hollandaise sauce",12.9
Bus Stop Lounge,Starters,Fried Gbejna,"Breaded Maltese goat cheese, cranberry sauce, fig purée, dressed petite salad",10.5
Bus Stop Lounge,Starters,Calamari Fritti,"Served on a bed of mixed leaf salad, accompanied by tartar sauce",13.95
Bus Stop Lounge,Starters,Pot of Sautéed Mussels,"Fresh mussels cooked in white wine, onions, chilies, cherry tomatoes, fresh herbs, garlic oil, bisque",13.9
Bus Stop Lounge,Starters,Parma Bruschetta,"Parma ham, bufala, rocket leaves, tomatoes, basil oil, served on toasted xiklun bread",9.5
Bus Stop Lounge,Starters,Salmon Bruschetta,"Salmon, tomatoes, rocket leaves, cream cheese, served on toasted xiklun bread",11.9
Bus Stop Lounge,Salads,Chicken Caesar,"Grilled chicken breast, mixed lettuce, cherry tomatoes, black olives, bacon lardons, croutons, parmesan shavings, Caesar dressing",15.9
Bus Stop Lounge,Salads,Chicken & Halloumi Salad,"Grilled chicken breast, couscous, halloumi cheese, chickpeas, cherry tomatoes, mixed lettuce, citrus dressing",15.9
Bus Stop Lounge,Salads,Quinoa & Feta,"Mixed lettuce, cherry tomatoes, black olives, quinoa, mixed peppers, feta cheese, pumpkin seeds, lemon vinaigrette dressing",15.45
Bus Stop Lounge,Salads,Bufola Salad,"Mozzarella di bufala, served on a bed of rocket leaves, tomatoes, black olives, chili flakes, basil oil drizzle",14.5
Bus Stop Lounge,Salads,Salmon Salad, ,16.9
Bus Stop Lounge,Platters,Chargrilled Sausages Platter, ,23.9
Bus Stop Lounge,Platters,Maltese Platter,"Peppered gbejna, marinated Maltese sausage in basil oil, marinated black olives, hummus, sundried tomatoes, bigilla dip, toasted xiklun, galletti",22.9
Bus Stop Lounge,Platters,Meat Platter,"350g tagliata, shish kebabs, chargrilled sausage, mini burgers, chicken wings, potato wedges, garlic bread, chef's selection of sauces",57.9
Bus Stop Lounge,Pasta & Risotto,Ricotta Ravioli Ricotta Di Pecora,"Sheep’s milk ricotta ravioli, tossed in tomato sauce, soft herbs, parmesan cheese",12.9
Bus Stop Lounge,Pasta & Risotto,Spaghetti Bolognese,Spaghetti served with rich homemade Bolognese ragù,15.5
Bus Stop Lounge,Pasta & Risotto,Ravioli Crab & Lobster,"Fresh lobster tortelloni, tossed in cherry tomatoes, lemon zest, fresh herbs, creamy prawn bisque",17.9
Bus Stop Lounge,Pasta & Risotto,Garganelli Chicken & Mushroom,"Garganelli served with fresh chopped chicken, white wine, mushrooms, fresh cream, Cajun spice, onions, garlic",15.9
Bus Stop Lounge,Pasta & Risotto,Caserecce Alla Maltese,"Caserecce pasta, Maltese sausage, traditional peppered gbejna, onions, sundried tomatoes, black olives, tomato sauce",15.5
Bus Stop Lounge,Pasta & Risotto,Risotto Frutti Di Mare,"Risotto tossed in prawn bisque, minced garlic, fresh chili, mixed seafood, king prawns, fresh herbs",16.9
Bus Stop Lounge,Pasta & Risotto,Wild Mushroom Risotto,"Risotto served with mushrooms, wild porcini mushrooms, herbs, touch of cream",15.9
Bus Stop Lounge,Burgers,Bus Stop,"Angus beef burger, crispy bacon, poached egg, rucola, tomatoes, hollandaise sauce",17.9
Bus Stop Lounge,Burgers,Chicken,"Crispy chicken fillet, rucola, tomatoes, raw onions, garlic mayo, grana cheese",15.9
Bus Stop Lounge,Burgers,Vegan Burger,"Grilled vegan patty, rucola, tomatoes, tangy Kinnie infused onion jam",17.5
Bus Stop Lounge,Burgers,Double Decker Bacon & Cheese,"2 Angus beef patties, bacon, cheese, mixed lettuce, tomatoes, in house sauce",18.45
Bus Stop Lounge,Burgers,Classic Burger,"Double beef patty, tomato slices, lettuce, in house sauce, caramelized onion, brioche bun",16.5
Bus Stop Lounge,Burgers,Pulled Pork, ,15.9
Bus Stop Lounge,Pinsa,Margherita Pinsa,Tomato sauce and mozzarella,7
Bus Stop Lounge,Mains,Maltese Rabbit In Gravy,"Local rabbit infused in wine and signature rabbit jus, onions, garlic, peas, herbs",19.95
Bus Stop Lounge,Mains,Rib Eye,"Fresh grain fed black Angus rib eye, cooked to your liking",28.9
Bus Stop Lounge,Mains,Tagliata,"350g tagliata served with rucola, cherry tomatoes, parmesan shavings, soft herbs",26.9
Bus Stop Lounge,Mains,Fresh Grilled Salmon,Salmon served on a bed of spinach and prawn velouté,24.9
Bus Stop Lounge,Mains,BBQ Ribs Half Rack,"Pork ribs with barbecue sauce, served with coleslaw and French fries",17.9
Bus Stop Lounge,Mains,Grilled Chicken Breast,Fresh chicken breast with fresh cream and chopped mushrooms,18.95
Bus Stop Lounge,Mains,BBQ Ribs Full Rack,"Pork ribs with barbecue sauce, served with coleslaw and French fries",22.9
Bus Stop Lounge,Kids Menu,Chicken Nuggets & Chips,,7.5
Bus Stop Lounge,Kids Menu,Sausages & Chips,,7.5
Bus Stop Lounge,Kids Menu,Beef Burger (100g),,7.5
Bus Stop Lounge,Beverages,Coca Cola,250ml,2.1
Bus Stop Lounge,Beverages,Coca Cola Zero,250ml,2.1
Bus Stop Lounge,Beverages,Sprite,250ml,2.1
Bus Stop Lounge,Beverages,Fanta Orange,250ml,2.1
Bus Stop Lounge,Beverages,Kinnie,250ml,2.1
Bus Stop Lounge,Beverages,Kinnie Diet,250ml,2.1
Bus Stop Lounge,Beverages,Red Bull,250ml,2.1
Bus Stop Lounge,Beverages,Still Water,250ml,2.1
Bus Stop Lounge,Beverages,Sparkling Water,250ml,2.1
Bus Stop Lounge,Beverages,Ice Tea Peach,500ml,2.1
Bus Stop Lounge,Beverages,Fresh Orange Juice, ,3.5
Bus Stop Lounge,Local Beer,Cisk Chill,330ml,2.8
Bus Stop Lounge,Local Beer,San Blas IPA (Gluten Free), ,5.6
Bus Stop Lounge,Local Beer,Golden Bay Blonde Ale, ,5.6
Bus Stop Lounge,Local Beer,Blue Lagoon Witbier, ,5.6
Bus Stop Lounge,Foreign Beer,Budweiser,250ml,2.8
Bus Stop Lounge,Foreign Beer,Beck’s, ,2.8
Bus Stop Lounge,Foreign Beer,Corona,350ml,3.6
Bus Stop Lounge,Cider,Rekorderlig Raspberry, ,4.1
Bus Stop Lounge,Cider,Rekorderlig Pear, ,4.1
Bus Stop Lounge,Cider,Rekorderlig Passion Fruit, ,4.1
Bus Stop Lounge,Cider,Bulmers Original, ,4.1
Bus Stop Lounge,White Wine,Blue Nun Liebfraumilch,750ml,18.5
Bus Stop Lounge,White Wine,Medina Chardonnay Girgentina,750ml,15.5
Bus Stop Lounge,White Wine,Classic Collection Sauvignon Blanc,750ml,14.5
Bus Stop Lounge,White Wine,Villadoria Gavi di Gavi,750ml,24.5
Bus Stop Lounge,White Wine,Foot of Africa Chenin Blanc,750ml,18.5
Bus Stop Lounge,Red Wine,Classic Collection Merlot,750ml,14.5
Bus Stop Lounge,Red Wine,Medina Cabernet Franc,750ml,15.5
Bus Stop Lounge,Red Wine,12e Mezzo Primitivo Del Salento,750ml,18.5
Bus Stop Lounge,Red Wine,Foot of Africa Shiraz,750ml,18.5
Bus Stop Lounge,Rosé Wine,Rosé D’Anjou,750ml,17
Fortizza,Starters,BBQ Chicken Wings (6 pcs),Marinated and cooked in a homemade barbecue sauce,9.58
Fortizza,Starters,Fortizza Mussels,"Fresh mussels, cooked in butter sauce with garlic, lemon slices, parsley, and white wine",10.97
Fortizza,Starters,Sicilian Mussels,Fresh mussels in tomato garlic sauce with tomatoes and olive oil,10.97
Fortizza,Starters,Onion Rings,Served with tartar sauce,7.78
Fortizza,Starters,Frito Misto,"Breaded calamari, cod fish, shrimps, king prawn, mussel meat, served with homemade tartar sauce",15.98
Fortizza,Starters,Shrimps With Dill,"Glazed with butter, garlic, and white wine",14.78
Fortizza,Starters,Calamari Fritti,Served with tartar sauce,14.47
Fortizza,Starters,Mixed Shellfish,"Mussels, clams, king prawn, peeled shrimps, cooked in white wine, garlic, and fresh herbs, served with naan bread",13.98
Fortizza,Starters,Chef's Soup,Let the chef’s specialty delight you,7.97
Fortizza,Burgers,Fortizza Beef Burger,"Beef burger, cheddar cheese, onion rings, bacon, “Fortizza” dressing, French fries, tomatoes, green salad, frankfurter",17.98
Fortizza,Burgers,Chicken Burger,"Breaded chicken fillet, cheese, cabbage slaw, mayo, onions",13.98
Fortizza,Burgers,Surf & Turf Burger,"Beef tagliata, peeled shrimps, green mix salad, cheddar cheese, tomatoes, chef sauce",17.58
Fortizza,Burgers,Piggy Burger,"Pulled pork, cheddar, lettuce, fried mushrooms, pickles, onions, chef sauce",15.98
Fortizza,Burgers,Vegan Burger (VG),"Lentil and chickpea patty, baby spinach, hummus, fresh tomatoes, onions",14.98
Fortizza,Wraps,Chicken Wrap,"Grilled chicken, iceberg lettuce, crispy bacon, grana shavings, tomatoes, dressing",9.59
Fortizza,Wraps,Salmon Wrap,"Cream cheese, smoked salmon, rocket leaves, cherry tomatoes, smashed avocado",9.59
Fortizza,Salads,Misto Mare Salad “Fortizza”,"Calamari, octopus, shrimps, king prawn, fresh salad mix, avocado, cherry tomatoes, olives, dressing",17.98
Fortizza,Salads,Chicken Caesar Salad,"Grilled chicken fillet, iceberg lettuce, mixed salad, cherry tomatoes, parmesan, crunchy bacon, croutons, Caesar dressing with anchovies",12.98
Fortizza,Salads,Falafel Salad (VG),"Falafel, iceberg lettuce, cucumber, baby spinach, onions, cherry tomatoes, coriander, chili, homemade dressing",13.98
Fortizza,Salads,Caprese Salad (V),"Sliced tomatoes, mozzarella di bufala, homemade pesto, rucola, olive oil",12.98
Fortizza,Salads,"Greek Salad (V, GF)","Tomatoes, cucumbers, fresh peppers, feta cheese, red onion, olives, olive oil, oregano",10.98
Fortizza,Salads,Italian Salad (GF),"Mozzarella di bufala, Parma ham, rocket leaves, cherry tomatoes, homemade basil pesto, walnuts",13.98
Fortizza,Salads,Sea Bass Quinoa Salad (GF),"Grilled sea bass, quinoa, fresh herbs, cherry tomatoes, leeks, zucchini, peppers, pumpkin seeds, fried capers",16.98
Fortizza,Salads,Salmon Salad,"Smoked salmon, mixed salad, cherry tomatoes, olives, croutons",0
Fortizza,Chicken Specialties,Grilled Chicken,Served with French fries and salad,15.98
Fortizza,Chicken Specialties,Piri Piri Chicken (Spicy),Served on a bed of rice and French fries,17.98
Fortizza,Chicken Specialties,Thai Chicken Curry (GF),"Chicken, onions, garlic, ginger, lemongrass, corn, marrows, fresh coriander, cream, curry, served with rice",14.98
Fortizza,Chicken Specialties,Chicken Rouladine,"Chicken stuffed with spinach, mushrooms, bacon, cheese, wrapped in Parma ham, set on creamy gorgonzola sauce, served with mashed potatoes and glazed vegetables",19.98
Fortizza,Beef,Beef Tagliata BBQ Grilled (GF),"Served with cherry tomatoes, rucola, parmesan cheese, roast potatoes",24.98
Fortizza,Beef,Beef Goulash “Fortizza”,"Slow cooked beef with vegetables, fresh herbs, served with rice",17.98
Fortizza,Pork,Pork Spare Ribs Grilled,Garnished with French fries and barbecue sauce,20.98
Fortizza,Pork,Grilled Danish Pork Chop,"Garnished with French fries, tomatoes, and rucola",19.98
Fortizza,Pork,Viennese Schnitzel,Garnished with French fries and salad,17.98
Fortizza,Pork,Cordon Bleu,Served with French fries and chef sauce,16.98
Fortizza,Pork,Juicy Pork Neck Steak Grilled,"Garnished with 2 soft fried eggs, mushrooms, and French fries",16.98
Fortizza,Lamb,French Rack Lamb Cutlets (GF),Served with mashed potatoes and cherry tomatoes,29.98
Fortizza,Lamb,Lamb Shank (GF),"Braised lamb, set on its own jus, served with mashed potatoes and fresh herbs",24.98
Fortizza,Pasta & Rice,Risotto Al Mare,"Onion, garlic, shellfish, octopus, king prawns, fresh herbs, fish stock, tomato sauce",16.98
Fortizza,Pasta & Rice,Lobster Ravioli,"Tossed in olive oil, prawns, cherry tomatoes, fresh herbs, fish stock, finished in light sauce",14.98
Fortizza,Pasta & Rice,Spaghetti Vongole,"Spaghetti with clams, garlic, cherry tomatoes, white wine, fish stock, fresh herbs, olive oil",15.98
